id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-211237665-U,Fixing device for billboard ,江苏臻扬广告传媒有限公司,殷闻崧,09/01/2020,09/01/2020,11/08/2020,11/08/2020,https://patents.google.com/patent/CN211237665U/en,
CN-212065494-U,Cell cryopreserving box ,南昌大学,陈廷涛,09/01/2020,09/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212065494U/en,
CN-212111980-U,Near-to-eye display system with manually adjustable transparency and near-to-eye display equipment ,深圳珑璟光电科技有限公司,"宋强, 唐笑运, 黄浩, 马国斌, 汪涛, 许恒深",09/01/2020,09/01/2020,08/12/2020,08/12/2020,https://patents.google.com/patent/CN212111980U/en,
CN-211232992-U,Novel energy-saving stove ,汪德新,汪德新,09/01/2020,09/01/2020,11/08/2020,11/08/2020,https://patents.google.com/patent/CN211232992U/en,
CN-211674906-U,Nursing cotton swab convenient to use ,青岛科美生物工程有限公司,王奉臣,09/01/2020,09/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211674906U/en,
CN-211480122-U,"Battery package installing support, battery package and vehicle ","吉利汽车研究院（宁波）有限公司, 浙江吉利控股集团有限公司","黄燕芬, 周必达, 占莉",09/01/2020,09/01/2020,11/09/2020,11/09/2020,https://patents.google.com/patent/CN211480122U/en,
CN-211062657-U,Temperature switch ,安徽安凯汽车股份有限公司,"李兵, 韩雪芹, 胡军, 王少凯, 侯在荣, 丁传记",09/01/2020,09/01/2020,21/07/2020,21/07/2020,https://patents.google.com/patent/CN211062657U/en,
CN-211714643-U,Steel construction installation lifeline setting device ,高作宏,高作宏,09/01/2020,09/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211714643U/en,
CN-211762806-U,Rubber tire cleaning and drying device ,连江大农环保科技有限公司,刘诗宇,09/01/2020,09/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211762806U/en,
CN-211430138-U,A hoist and mount formula storage device that is used for domestic fungus to guarantee quality and reduce to decrease ,信阳农林学院,"陈颐辉, 蔡静, 刘俊, 夏明莉, 邱婷, 李蒙, 刘书含, 吴燕, 李尽哲",09/01/2020,09/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211430138U/en,
CN-211646429-U,Vegetation slope protection soil and water conservation device ,付廷美,付廷美,09/01/2020,09/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211646429U/en,
CN-212068321-U,Industrial waste gas purification device ,陈碧琴,郑妍芬,09/01/2020,09/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212068321U/en,
CN-212260157-U,A hatching apparatus for giving birth to fish ,"佛山市南海百容水产良种有限公司, 山东百容水产良种有限公司, 肇庆百容水产良种有限公司, 阳新县百容水产良种有限公司, 荆州百容水产良种有限公司, 海南百容水产良种有限公司","艾丽, 钱磊, 江谢武, 尹建雄, 曹祥, 杨强, 陈柏湘, 刘冰南",09/01/2020,09/01/2020,01/01/2021,01/01/2021,https://patents.google.com/patent/CN212260157U/en,
CN-211709423-U,Cutting device is used in production of net abrasive paper ,宿迁市博成科技有限公司,汪月明,09/01/2020,09/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211709423U/en,
CN-211047274-U,Intelligent digital display instrument of damp proof gas ,斯伯瑞(杭州)电力科技有限公司,吴应标,09/01/2020,09/01/2020,17/07/2020,17/07/2020,https://patents.google.com/patent/CN211047274U/en,
CN-212070004-U,Aluminum alloy die-casting shaping device ,深圳市飞航精工科技有限公司,"肖高磊, 万浚",09/01/2020,09/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212070004U/en,
CN-211695796-U,Electric heating air blast drying cabinet ,宁波坚锋新材料有限公司,"吴剑波, 王旭, 孙剑, 徐禄波",09/01/2020,09/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211695796U/en,
CN-211781673-U,Efficient computer lab heat sink ,张世贵,张世贵,09/01/2020,09/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211781673U/en,
CN-212093715-U,Novel soil remediation cauldron ,甘肃正兴园林绿化工程有限公司,陈娅,09/01/2020,09/01/2020,08/12/2020,08/12/2020,https://patents.google.com/patent/CN212093715U/en,
CN-210670086-U,Ethernet optical fiber transceiver based on USB port ,深圳市朋星科技有限公司,周立华,09/01/2020,09/01/2020,02/06/2020,02/06/2020,https://patents.google.com/patent/CN210670086U/en,
CN-211964242-U,Clinical laboratory uses sample strorage device ,南安市品龙新材料科技有限公司,崔彬,09/01/2020,09/01/2020,20/11/2020,20/11/2020,https://patents.google.com/patent/CN211964242U/en,
CN-210925360-U,Advertising lamp box ,江苏臻扬广告传媒有限公司,殷闻崧,09/01/2020,09/01/2020,03/07/2020,03/07/2020,https://patents.google.com/patent/CN210925360U/en,
CN-211865610-U,High-efficient rubber coating device of rubber circle ,连江大农环保科技有限公司,陈思露,09/01/2020,09/01/2020,06/11/2020,06/11/2020,https://patents.google.com/patent/CN211865610U/en,
CN-211566042-U,Efficient cutting device for rubber ring ,连江巧通工业设计有限公司,刘诗宇,09/01/2020,09/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211566042U/en,
CN-211627266-U,Two box cold and hot shock test casees of efficient ,安徽晶谷周界微电子股份有限公司,"谢斌, 刘浩项, 刘彬, 刘永昌",09/01/2020,09/01/2020,02/10/2020,02/10/2020,https://patents.google.com/patent/CN211627266U/en,
CN-211895206-U,Loading device for logistics transportation ,李建国,李建国,09/01/2020,09/01/2020,10/11/2020,10/11/2020,https://patents.google.com/patent/CN211895206U/en,
CN-212001763-U,Building energy-saving efficient mould ,顾占山,顾占山,09/01/2020,09/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN212001763U/en,
CN-211316007-U,But plug OLED card lamp ,江苏壹光科技有限公司,杨御炜,09/01/2020,09/01/2020,21/08/2020,21/08/2020,https://patents.google.com/patent/CN211316007U/en,
KR-102148311-B1,Air purifying system for apartment house ,주식회사 건정종합건축사사무소,노형래,02/01/2020,02/01/2020,26/08/2020,26/08/2020,https://patents.google.com/patent/KR102148311B1/en,https://patentimages.storage.googleapis.com/79/33/33/7c2740518511f4/112020000174929-pat00001.png
KR-102075352-B1,scaffold horizontal welding device ,(주) 태성에스텍,김태철,02/01/2020,02/01/2020,11/02/2020,11/02/2020,https://patents.google.com/patent/KR102075352B1/en,https://patentimages.storage.googleapis.com/31/7a/8a/608b5207e73fc2/112020000149673-pat00001.png
KR-102223322-B1,Authentication system for HMI using mobile terminal ,주식회사 엠투아이코퍼레이션,박종민,02/01/2020,02/01/2020,05/03/2021,05/03/2021,https://patents.google.com/patent/KR102223322B1/en,https://patentimages.storage.googleapis.com/05/67/d9/a35ba0e53afc97/112020000107802-pat00020.png
CN-211600741-U,Full-flow ash removal incineration system applied to high-ash-content working condition ,南京宜热纵联环保科技溧阳有限公司,"吴昊, 黄斌, 贡杰",08/01/2020,08/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211600741U/en,
CN-211547662-U,Automatic cleaning device of river surface of water floater ,王荣,"王荣, 茅志祥, 蒋梅, 刘锦平, 汤智秋, 许雪峰",08/01/2020,08/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211547662U/en,
CN-211708474-U,High efficiency robot welding set ,钱程,钱程,08/01/2020,08/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211708474U/en,
CN-211909661-U,Water-saving water-fertilizer all-in-one machine ,赤峰兴远生态农业科技股份有限公司,"张喜文, 蒋金艳",08/01/2020,08/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211909661U/en,
CN-211508231-U,Power distribution cabinet for circuit engineering ,杭州成电邦网络科技有限公司,施婕玙,08/01/2020,08/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211508231U/en,
CN-212040242-U,Compounding device is used in processing of young tea beverage concentrate of wheat ,福建好日子食品有限公司,洪勇,08/01/2020,08/01/2020,01/12/2020,01/12/2020,https://patents.google.com/patent/CN212040242U/en,
CN-211445148-U,Sewage treatment water floating mud scraping mechanism ,常涛,常涛,08/01/2020,08/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211445148U/en,
CN-211089292-U,Sealing element for explosion-proof generator regulator ,衡阳韵翔电机有限公司,"王旨杰, 周琪华",08/01/2020,08/01/2020,24/07/2020,24/07/2020,https://patents.google.com/patent/CN211089292U/en,
CN-211721412-U,Groove type high-performance fiber woven mesh reinforced concrete excrement leaking plate ,湖南诚友绿色建材科技有限公司,"龚文彦, 龚鑫城, 李剑锋, 杨伟军",08/01/2020,08/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211721412U/en,
CN-211586297-U,Freeze-dried powder mixing device ,上海悠扬化妆品有限公司,姜健,08/01/2020,08/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211586297U/en,
CN-211749734-U,Catheterization sampling device for nephrology department ,李新玲,李新玲,08/01/2020,08/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211749734U/en,
CN-211921217-U,Sewage denitrification treatment device ,龙岩水发环境发展有限公司,"刘家坚, 林奕创, 黄志洲",08/01/2020,08/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211921217U/en,
CN-211184785-U,Radiator convenient for energy recovery ,苏州丰瑞德机电技术有限公司,"孙含永, 金义铁, 管正威, 朱智",08/01/2020,08/01/2020,04/08/2020,04/08/2020,https://patents.google.com/patent/CN211184785U/en,
CN-211876451-U,Ice slurry cold insulation transportation system ,安徽苏立新能源科技研究院有限公司,"刘蓓, 赵大山, 叶庆苗, 张年生",08/01/2020,08/01/2020,06/11/2020,06/11/2020,https://patents.google.com/patent/CN211876451U/en,
CN-212069087-U,Building rubbish breaker for building engineering ,何昌明,"何昌明, 弋博康",08/01/2020,08/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212069087U/en,
CN-211333292-U,Intelligent robot buffer stop ,武汉理工大学,"张远万, 陈跃鹏",08/01/2020,08/01/2020,25/08/2020,25/08/2020,https://patents.google.com/patent/CN211333292U/en,
CN-211591203-U,Injection molding system with visual monitoring function ,珠海正川塑胶制品有限公司,邓炜,08/01/2020,08/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211591203U/en,
CN-211482140-U,Flower culture device is used in landscape garden ,蔡玮炜,蔡玮炜,08/01/2020,08/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211482140U/en,
CN-210745131-U,SIM card comprehensive diagnosis terminal based on multimode communication technology ,广州昊美电力科技有限公司,吴绳松,08/01/2020,08/01/2020,12/06/2020,12/06/2020,https://patents.google.com/patent/CN210745131U/en,
CN-211921251-U,Sewage deep dehydration processing system equipment ,龙岩水发环境发展有限公司,"林奕创, 杨荣和, 郭毅斌",08/01/2020,08/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211921251U/en,
CN-211387502-U,Fine-adjustment welding platform ,江苏博阳智能装备有限公司,"韩忠, 侯伟, 谢飞",08/01/2020,08/01/2020,01/09/2020,01/09/2020,https://patents.google.com/patent/CN211387502U/en,
CN-211503488-U,Medical instrument disinfection drying device ,刘荣霞,刘荣霞,08/01/2020,08/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211503488U/en,
CN-211016653-U,High-power wire-wound fixed resistor ,深圳市碧绿天科技有限公司,"陕小军, 华鹏",08/01/2020,08/01/2020,14/07/2020,14/07/2020,https://patents.google.com/patent/CN211016653U/en,
CN-211689785-U,Asphalt paver capable of measuring thickness ,江苏雷畅建设发展有限公司,"王珍, 蒋永齐",08/01/2020,08/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211689785U/en,
CN-111186544-B,Large-depth manned submersible rotary seat ,中国船舶科学研究中心（中国船舶重工集团公司第七0二研究所）,"徐伟哲, 王帅, 古浪, 胡中惠",08/01/2020,08/01/2020,22/12/2020,22/12/2020,https://patents.google.com/patent/CN111186544B/en,
CN-212056365-U,Water purification unit fixing device ,深圳市圣帝尼环保科技有限公司,徐静,08/01/2020,08/01/2020,01/12/2020,01/12/2020,https://patents.google.com/patent/CN212056365U/en,
CN-211089296-U,Dust absorption formula explosion-proof machine ,衡阳韵翔电机有限公司,"王旨杰, 周琪华",08/01/2020,08/01/2020,24/07/2020,24/07/2020,https://patents.google.com/patent/CN211089296U/en,
CN-211630949-U,Stock grafting portion protection device ,会宁正信苗木种植农民专业合作社,李晓珍,08/01/2020,08/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211630949U/en,
CN-211986258-U,Eye-protecting wrinkle-preventing instrument ,张顺成,"张顺成, 曹宗悦, 齐云玥, 曹恪翰, 曹辉, 张琰, 曹焕婷",08/01/2020,08/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN211986258U/en,
CN-211457993-U,Novel forestry fertilize device ,姜俊卿,姜俊卿,08/01/2020,08/01/2020,11/09/2020,11/09/2020,https://patents.google.com/patent/CN211457993U/en,
CN-211589860-U,Low-voltage distribution cabinet processing is with fixed frock ,福建大同电气有限公司,邱利智,08/01/2020,08/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211589860U/en,
CN-211509926-U,Plum is planted and uses branch orthotic devices ,奉节县刘书平水果种植有限公司,刘书平,08/01/2020,08/01/2020,18/09/2020,18/09/2020,https://patents.google.com/patent/CN211509926U/en,
CN-211983143-U,Groove-shaped sandwich concrete excrement leaking plate ,湖南诚友绿色建材科技有限公司,"龚文彦, 龚鑫城, 李剑锋, 杨伟军",08/01/2020,08/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN211983143U/en,
CN-211372608-U,Overpressure prevention device for electric heating equipment ,安徽苏立新能源科技研究院有限公司,"王亚民, 杨金川, 纪慧, 其他发明人请求不公开姓名",08/01/2020,08/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN211372608U/en,
CN-211732624-U,Garbage can with automatic switch isolation device ,珠海格力电器股份有限公司,"龚韵遥, 黄福豪, 童国炜, 吴妙瑜",08/01/2020,08/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211732624U/en,
CN-211401887-U,Closed mould for preparing cement-based material direct tensile test piece ,中国矿业大学(北京),"王振波, 刘伟康, 孙鹏, 韩硕, 武浩东",08/01/2020,08/01/2020,01/09/2020,01/09/2020,https://patents.google.com/patent/CN211401887U/en,
CN-211560166-U,Tumor specimen storage device ,陈晓熠,"陈晓熠, 陆国权, 陈红, 吴霞",08/01/2020,08/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211560166U/en,
CN-211949332-U,Easy-to-clean sound-insulation paper-surface gypsum board ,泰山石膏（湘潭）有限公司,崔传青,08/01/2020,08/01/2020,17/11/2020,17/11/2020,https://patents.google.com/patent/CN211949332U/en,
CN-211734021-U,Detect waste water regeneration recovery and recycle device ,兰州中科安泰分析科技有限责任公司,常青,08/01/2020,08/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211734021U/en,
CN-210866629-U,Novel photovoltaic connector ,深圳市康奈特电子有限公司,周文忠,08/01/2020,08/01/2020,26/06/2020,26/06/2020,https://patents.google.com/patent/CN210866629U/en,
CN-211666743-U,Pipe joint retaining frame for rectangular jacking pipe in subway station access construction ,中铁十一局集团有限公司,"吴占瑞, 王更峰, 唐达昆",08/01/2020,08/01/2020,13/10/2020,13/10/2020,https://patents.google.com/patent/CN211666743U/en,
CN-211585806-U,Watering and dust removing device for construction site ,杨世明,杨世明,08/01/2020,08/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211585806U/en,
CN-211703197-U,Lifting column with sand filtering and scraping functions ,河南及时雨智能科技有限公司,"赵鹏超, 杨高鑫, 张丽丽, 胥海霞, 杨旗, 杨树林",08/01/2020,08/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211703197U/en,
CN-211563480-U,Paint spraying apparatus is used in carton production ,永春县利康机械科技有限公司,"王志家, 陈志疆",08/01/2020,08/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211563480U/en,
CN-212121169-U,Garbage disposal device ,宁波久源润滑设备制造有限公司,"许永久, 丁杰",08/01/2020,08/01/2020,11/12/2020,11/12/2020,https://patents.google.com/patent/CN212121169U/en,
CN-211631155-U,Clamping mechanism is transplanted to nursery stock ,会宁正信苗木种植农民专业合作社,陈娅,08/01/2020,08/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211631155U/en,
CN-211703196-U,Sand filter for lifting column ,河南及时雨智能科技有限公司,"杨树林, 赵鹏超, 张丽丽, 胥海霞, 杨高鑫, 杨旗",08/01/2020,08/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211703196U/en,
CN-212068178-U,Atomizing dust device for dust removal in subway construction ,朱余万,"朱余万, 弋尚乐",08/01/2020,08/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212068178U/en,
CN-211015560-U,Bar code label ,"上海雷澳电子科技有限公司, 安徽美芝精密制造有限公司","宋培华, 陈谭星, 张东东, 张洪扬, 张冬",08/01/2020,08/01/2020,14/07/2020,14/07/2020,https://patents.google.com/patent/CN211015560U/en,
CN-212166733-U,Rotary filter screen ,东莞市潮兴科技有限公司,曹良文,08/01/2020,08/01/2020,18/12/2020,18/12/2020,https://patents.google.com/patent/CN212166733U/en,
CN-111193534-B,Low-complexity signal detection method in large-scale MIMO system ,重庆邮电大学,"景小荣, 文晶晶",,08/01/2020,06/04/2021,06/04/2021,https://patents.google.com/patent/CN111193534B/en,
CN-211432825-U,Portable electronic urethroscope ,南充市中心医院,"李云祥, 李金泽, 彭磊, 李进铭, 张宗平, 伍季, 王安果",08/01/2020,08/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211432825U/en,
CN-211444651-U,Civil shock-absorbing elevator car ,浙江威尔金森电梯有限公司,"徐珠锋, 张文龙, 李志华, 杨州",08/01/2020,08/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211444651U/en,
CN-210778543-U,Rotary material taking and placing mechanism and automatic semiconductor punching equipment ,深圳市华龙精密模具有限公司,"王铁生, 何勇, 王政博",08/01/2020,08/01/2020,16/06/2020,16/06/2020,https://patents.google.com/patent/CN210778543U/en,
CN-212220066-U,Hollow scanning total reflection mirror ,苏州沛斯仁光电科技有限公司,"吴爱华, 吴文龙",08/01/2020,08/01/2020,25/12/2020,25/12/2020,https://patents.google.com/patent/CN212220066U/en,
CN-211738692-U,Portable touch-sensitive desk lamp ,余姚海利电器有限公司,邵婷,08/01/2020,08/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211738692U/en,
CN-211085668-U,Crack detection device of pressure-bearing equipment ,浙江省特种设备科学研究院,"王诗毅, 管志超, 明垚, 安智琮, 刘强",08/01/2020,08/01/2020,24/07/2020,24/07/2020,https://patents.google.com/patent/CN211085668U/en,
CN-211937714-U,Device is paintd to battery terminal protection oil film ,衡阳瑞达电源有限公司,陆俊良,08/01/2020,08/01/2020,17/11/2020,17/11/2020,https://patents.google.com/patent/CN211937714U/en,
CN-211766863-U,Garbage bag breaking device ,宁波久源润滑设备制造有限公司,"许永久, 丁杰",08/01/2020,08/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211766863U/en,
CN-211265122-U,Magnetic suspension enameled mould ,阿斯塔导线有限公司,"唐开军, 倪国勤, 迈克·霍恩",08/01/2020,08/01/2020,14/08/2020,14/08/2020,https://patents.google.com/patent/CN211265122U/en,
CN-211562883-U,Device for removing sulfides in circulating methanol by low-temperature methanol washing through extractive distillation ,闵祥坤,"闵祥坤, 岳阳, 田希源",08/01/2020,08/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211562883U/en,
CN-211599942-U,Wear-resisting corrosion-resistant natural gas pipeline ,江西省天然气集团有限公司管道分公司,"陈永清, 方楠, 贺荧, 万宇彪",08/01/2020,08/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211599942U/en,
CN-212184401-U,Detachable arch pillar ,江苏恒源园艺用品有限公司,杨水平,08/01/2020,08/01/2020,22/12/2020,22/12/2020,https://patents.google.com/patent/CN212184401U/en,
CN-211873930-U,Local device of demolising of mosaic brick ,上海建工四建集团有限公司,"何娇, 谷志旺, 王伟茂, 蔡观生, 陈雪峡, 张波, 孙沈鹏",08/01/2020,08/01/2020,06/11/2020,06/11/2020,https://patents.google.com/patent/CN211873930U/en,
CN-211510183-U,Sheep bed ,河南正前农牧设备有限公司,杨登峰,08/01/2020,08/01/2020,18/09/2020,18/09/2020,https://patents.google.com/patent/CN211510183U/en,
CN-212162102-U,Aluminum alloy marine aluminum-copper composite grounding bar ,英辉南方造船（广州番禺）有限公司,"陈孟峰, 王磊",08/01/2020,08/01/2020,15/12/2020,15/12/2020,https://patents.google.com/patent/CN212162102U/en,
CN-211670154-U,Built-in temperature overcurrent overload protector ,周元东,周元东,07/01/2020,07/01/2020,13/10/2020,13/10/2020,https://patents.google.com/patent/CN211670154U/en,
CN-212120927-U,Blank arranging equipment for single coil of incense coil ,中山榄菊日化实业有限公司,"骆建华, 唐丽萍",07/01/2020,07/01/2020,11/12/2020,11/12/2020,https://patents.google.com/patent/CN212120927U/en,
CN-211558219-U,Plant breeding device based on agricultural technology ,"李荣花, 刘德喜","李荣花, 刘德喜",07/01/2020,07/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211558219U/en,
CN-211643025-U,Geological specimen transportation device ,内蒙古科技大学,"吴亚格, 田佳鸣, 崔若尧, 赵兴旺",07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211643025U/en,
CN-211288474-U,Hydrostatic bearing working in high G value centrifugal field ,中国工程物理研究院总体工程研究所,"吕磊, 陈磊, 黎启胜, 宋琼, 舒杨",07/01/2020,07/01/2020,18/08/2020,18/08/2020,https://patents.google.com/patent/CN211288474U/en,
CN-211351274-U,Power grid relay protection cabinet with dehumidification and moisture prevention functions ,淮安新瑞电力设备有限公司,赵金杰,07/01/2020,07/01/2020,25/08/2020,25/08/2020,https://patents.google.com/patent/CN211351274U/en,
CN-212045169-U,Veneer paper scraping machine ,佛山市三水粤山装饰实业有限公司,郭晓宁,07/01/2020,07/01/2020,01/12/2020,01/12/2020,https://patents.google.com/patent/CN212045169U/en,
CN-211364675-U,Conveyer is used in peony production and processing ,甘肃盛世牡丹生物科技有限公司,"曹志强, 张文龙, 张楷晟, 何亮亮, 贾文雄",07/01/2020,07/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN211364675U/en,
CN-211765869-U,Scraper conveyor middle part hinge structure and scraper conveyor ,泰戈特（北京）工程技术有限公司,"杨志川, 孙国敏, 徐延枫, 张玉祥",07/01/2020,07/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211765869U/en,
CN-212146803-U,Building floor installation perforating device ,徐州华显凯星信息科技有限公司,杜江,07/01/2020,07/01/2020,15/12/2020,15/12/2020,https://patents.google.com/patent/CN212146803U/en,
CN-211418239-U,Cell culture liquid storage device ,上海博威生物医药有限公司,"王少雄, 吕品",07/01/2020,07/01/2020,04/09/2020,04/09/2020,https://patents.google.com/patent/CN211418239U/en,
CN-211631157-U,Nursery stock moves gets device ,会宁正信苗木种植农民专业合作社,"王萍, 李晓珍",07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211631157U/en,
CN-211546297-U,Pig farm excrement and urine separation processing apparatus ,宁夏天欣富宏农牧有限公司,"张富强, 田学宏",07/01/2020,07/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211546297U/en,
CN-211771316-U,Nannochloropsis oculata closed continuous bioreactor ,青岛旭能生物工程有限责任公司,"孙发强, 王志臻, 王珊珊, 刘珊珊, 高凯",07/01/2020,07/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211771316U/en,
CN-211816257-U,Grouting and filling structure and reinforcing structure for non-socketed pile foundation of reinforced concrete filling ,郑州大学,"郜新军, 程帅, 张景伟, 殷继虎, 李铭远, 王磊",07/01/2020,07/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211816257U/en,
CN-211630845-U,Water and fertilizer irrigation device for planting flower nursery stocks ,绵阳市驰晨环境工程有限公司,梁驰晨,07/01/2020,07/01/2020,09/10/2020,09/10/2020,https://patents.google.com/patent/CN211630845U/en,
CN-211883481-U,Intelligent electromagnetic opening and closing thermos flask ,浙江佳康不锈钢制品有限公司,"洪佳康, 杜禄",07/01/2020,07/01/2020,10/11/2020,10/11/2020,https://patents.google.com/patent/CN211883481U/en,
CN-211482237-U,Trees protective cradle for afforestation ,张明明,张明明,07/01/2020,07/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211482237U/en,
CN-211537101-U,Road construction dust device ,泉州市信长机械科技有限公司,"陈江志, 陈德明",07/01/2020,07/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211537101U/en,
CN-211430595-U,Outdoor chicken coop convenient to detach and install ,山东健袖生态科技有限公司,"舒德伟, 安涛, 颜涛, 刘星, 王久生",07/01/2020,07/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211430595U/en,
CN-212202524-U,"Nut assembly, fan applying nut assembly and range hood ",宁波方太厨具有限公司,田涛,07/01/2020,07/01/2020,22/12/2020,22/12/2020,https://patents.google.com/patent/CN212202524U/en,
CN-211664124-U,Blanket washing device for reconstituted tobacco transportation ,"湖北中烟工业有限责任公司, 湖北新业烟草薄片开发有限公司","代铖斐, 李鹏飞, 王水明, 陈�胜, 章盛, 刘雄斌",07/01/2020,07/01/2020,13/10/2020,13/10/2020,https://patents.google.com/patent/CN211664124U/en,
CN-211233359-U,Novel energy-saving boiler ,汪德新,汪德新,07/01/2020,07/01/2020,11/08/2020,11/08/2020,https://patents.google.com/patent/CN211233359U/en,
CN-211610737-U,Compact cylindrical traditional Chinese medicine moxibustion treatment device ,蒋泉涛,蒋泉涛,07/01/2020,07/01/2020,02/10/2020,02/10/2020,https://patents.google.com/patent/CN211610737U/en,
CN-211507744-U,"Laminate polymer battery utmost point ear, busbar welded structure and laminate polymer battery module ","万向一二三股份公司, 万向集团公司","但丁, 刘萱, 李军",07/01/2020,07/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211507744U/en,
CN-211438453-U,CNC hardware precision machining device with good protection effect ,深圳市雄裕橡胶五金制品有限公司,钟晓娟,07/01/2020,07/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211438453U/en,
CN-212045170-U,Automatic paper scraping assembly line for veneer ,佛山市三水粤山装饰实业有限公司,郭晓宁,07/01/2020,07/01/2020,01/12/2020,01/12/2020,https://patents.google.com/patent/CN212045170U/en,
CN-211590194-U,Loading and unloading mechanism for loading and unloading of transfer robot ,新汉兴智能科技(深圳)有限公司,杨瑞,07/01/2020,07/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211590194U/en,
CN-212471498-U,Snakelike mechanical arm with flexible connecting rod ,浙江理工大学,"杨雨豪, 江先志, 陈锦鸣, 纪红宇, 陈先萍",07/01/2020,07/01/2020,05/02/2021,05/02/2021,https://patents.google.com/patent/CN212471498U/en,
CN-211393914-U,Sewage treatment plant convenient to clearance ,张晟,张晟,07/01/2020,07/01/2020,01/09/2020,01/09/2020,https://patents.google.com/patent/CN211393914U/en,
CN-211526913-U,Heating and sterilizing device for four-door cleaning cabinet ,上海剑韵不锈钢制品有限公司,"刘剑雄, 刘月水, 刘庆良",07/01/2020,07/01/2020,18/09/2020,18/09/2020,https://patents.google.com/patent/CN211526913U/en,
